soil_type,temperature,rainfall,season,label
sandy,29.97604322,44.86052932,winter,mothbeans
sandy,30.88883074,55.51932414,winter,mothbeans
clay,30.39321309,35.37493212,winter,mothbeans
loamy,30.43683729,30.92014047,winter,mothbeans
clay,25.32688786,32.71129281,winter,mothbeans
sandy,30.53684308,33.48919022,winter,mothbeans
clay,30.38257873,47.95406479,winter,mothbeans
black,24.01825377,35.03404425,winter,mothbeans
loamy,28.69841277,65.67591794,winter,mothbeans
clay,29.33743412,42.44054315,winter,mothbeans
loamy,27.96583691,70.10472076,winter,mothbeans
loamy,24.86803974,63.9187654,winter,mothbeans
loamy,25.87682261,38.53254678,winter,mothbeans
sandy,31.01963639,32.81296548,winter,mothbeans
loamy,27.43329405,54.73367631,winter,mungbean
sandy,28.3340432,38.7976407,winter,mungbean
black,27.01470397,55.296354,winter,mungbean
sandy,28.17432665,36.35720652,winter,mungbean
black,29.87888063,44.75215854,winter,mungbean
clay,29.89232778,42.99498978,winter,mungbean
sandy,28.56212158,56.48265193,winter,mungbean
clay,27.53592929,53.01899249,winter,mungbean
sandy,29.68361658,41.82490236,winter,mungbean
clay,28.14448546,46.75690086,winter,mungbean
loamy,29.53037621,59.87232071,winter,mungbean
loamy,27.88352946,44.64407105,winter,mungbean
black,28.22471276,44.01206619,winter,mungbean
sandy,29.008124,45.91011391,winter,mungbean
clay,29.75538903,37.54602719,winter,mungbean
black,29.78416743,40.77872823,winter,mungbean
clay,27.8640132,42.83053902,winter,mungbean
loamy,27.11026483,51.52617423,winter,mungbean
loamy,27.11030369,49.11964582,winter,mungbean
sandy,28.95451232,57.65901369,winter,mungbean
black,29.21780035,43.1386631,winter,mungbean
loamy,28.7420098,48.54598575,winter,mungbean
loamy,29.65021184,56.76278363,winter,mungbean
black,27.23924995,37.31236904,winter,mungbean
loamy,28.95172351,56.51103293,winter,mungbean
loamy,28.18837136,37.01110438,winter,mungbean
sandy,28.30041493,50.47333854,winter,mungbean
sandy,27.89636126,57.79863368,winter,mungbean
black,28.6899851,44.56598352,winter,mungbean
clay,27.8262623,56.68833819,winter,mungbean
loamy,28.70562673,59.87065439,winter,mungbean
black,28.6362812,48.48319335,winter,mungbean
loamy,28.28511547,48.56690235,winter,mungbean
black,27.60887393,43.80041104,winter,mungbean
clay,28.60901145,36.94616965,winter,mungbean
clay,29.24598976,53.43228915,winter,mungbean
black,28.62911222,50.49913241,winter,mungbean
sandy,29.57329479,45.04467075,winter,mungbean
clay,27.82684262,58.37249772,winter,mungbean
black,29.8757015,40.12044158,winter,mungbean
clay,27.33684386,51.09802625,winter,mungbean
loamy,29.83040388,58.86687093,winter,mungbean
black,28.2753171,56.04995423,winter,mungbean
sandy,29.86860065,58.41394143,winter,mungbean
clay,29.5888162,54.96121262,winter,mungbean
loamy,28.07219563,49.61865305,winter,mungbean
loamy,27.84026517,52.84626009,winter,mungbean
clay,27.10818093,55.03723979,winter,mungbean
black,27.68515114,54.62243308,winter,mungbean
black,29.34594634,59.03629954,winter,mungbean
sandy,28.36319404,52.93031105,winter,mungbean
black,27.65280218,56.52558045,winter,mungbean
clay,27.31372793,53.15223123,winter,mungbean
clay,27.06909959,50.46746116,winter,mungbean
loamy,28.06642822,39.23831035,winter,mungbean
black,27.73329078,44.17580911,winter,mungbean
sandy,27.53632932,45.48591922,winter,mungbean
clay,29.66461594,56.09542002,winter,mungbean
black,29.9145443,41.39081525,winter,mungbean
clay,28.36363858,57.99524359,winter,mungbean
clay,29.46416042,43.15411472,winter,mungbean
sandy,29.73013036,50.91511275,winter,mungbean
clay,27.46852989,43.78420984,winter,mungbean
black,27.77076285,49.50812624,winter,mungbean
sandy,29.12939524,36.45012824,winter,mungbean
sandy,27.10606808,37.45680611,winter,mungbean
black,28.88078945,53.79732545,winter,mungbean
loamy,28.14720892,37.44800463,winter,mungbean
sandy,29.89129144,54.7960127,winter,mungbean
black,27.41503453,40.53173216,winter,mungbean
clay,29.27308605,50.9246554,winter,mungbean
sandy,29.65296893,56.01913159,winter,mungbean
black,28.44524991,58.18713162,winter,mungbean
loamy,27.96235681,48.9366954,winter,mungbean
clay,29.25649321,42.02483277,winter,mungbean
sandy,28.36291385,43.05130077,winter,mungbean
clay,27.62749466,39.26137642,winter,mungbean
loamy,28.66086349,50.01534317,winter,mungbean
black,29.2114218,51.53848218,winter,mungbean
clay,29.40889385,53.35486977,winter,mungbean
black,28.02952623,36.12042927,winter,mungbean
black,28.08657178,38.14476781,winter,mungbean
clay,29.16174608,40.16545979,winter,mungbean
sandy,29.8596912,50.66487502,winter,mungbean
loamy,29.06631494,43.95183726,winter,mungbean
sandy,27.38538997,58.29933073,winter,mungbean
clay,27.93034941,43.25095608,winter,mungbean
sandy,29.2808618,44.47427436,winter,mungbean
black,28.9973145,59.84499208,winter,mungbean
sandy,27.92678579,43.4826194,winter,mungbean
clay,28.5474135,49.4897245,winter,mungbean
loamy,29.36488409,48.30159325,winter,mungbean
sandy,28.56149805,41.013132,winter,mungbean
sandy,28.43683487,43.12063289,winter,mungbean
loamy,28.79728147,44.30070517,winter,mungbean
loamy,28.7275267,58.52974279,winter,mungbean
clay,27.95639663,43.25726752,winter,mungbean
sandy,28.17458662,37.2464655,winter,mungbean
black,28.77653519,56.12443206,winter,mungbean
sandy,28.438097,52.55469976,winter,mungbean
loamy,29.48439992,71.89090748,winter,blackgram
sandy,26.73433965,67.15096376,winter,blackgram
loamy,26.27274407,70.23207557,winter,blackgram
loamy,34.03679184,73.23573601,winter,blackgram
clay,28.03644051,72.49507741,winter,blackgram
clay,28.81460716,62.26242533,winter,blackgram
sandy,34.03619494,66.85510868,winter,blackgram
black,33.8642935,68.02199825,winter,blackgram
sandy,32.84213012,73.67166182,winter,blackgram
black,27.10053268,73.84949872,winter,blackgram
black,25.65842532,69.28607828,winter,blackgram
sandy,32.34744009,64.55882254,winter,blackgram
sandy,29.58949031,67.53021213,winter,blackgram
loamy,30.91219459,66.63830637,winter,blackgram
loamy,28.12787838,70.86340755,winter,blackgram
sandy,30.08545364,67.1367443,winter,blackgram
loamy,31.74379487,68.97097538,winter,blackgram
black,27.81326852,69.75555541,winter,blackgram
sandy,32.88733849,71.50569456,winter,blackgram
sandy,29.36358721,61.91208707,winter,blackgram
black,27.82592799,74.01229707,winter,blackgram
loamy,28.49538735,74.91559514,winter,blackgram
clay,27.74274761,71.78615328,winter,blackgram
black,30.41588462,63.02473185,winter,blackgram
black,27.3254209,61.19250859,winter,blackgram
black,30.28496619,65.62859526,winter,blackgram
sandy,28.56840626,63.49726331,winter,blackgram
loamy,25.36586097,65.81655892,winter,blackgram
sandy,34.9466155,70.1415139,winter,blackgram
clay,25.09737391,74.61649888,winter,blackgram
loamy,32.47648301,65.8204569999999,winter,blackgram
loamy,33.86351172,69.24464096,winter,blackgram
clay,25.19857725,70.88787207,winter,blackgram
sandy,31.77681682,61.46892873,winter,blackgram
black,34.89814946,64.72797143,winter,blackgram
sandy,31.74105409,62.3061735,winter,blackgram
sandy,27.16159076,69.85112265,winter,blackgram
loamy,26.23773129,73.58663968,winter,blackgram
clay,30.20157245,66.37171179,winter,blackgram
clay,31.55846339,74.86960831,winter,blackgram
black,29.67892453,65.66436565,winter,blackgram
loamy,27.05365239,60.4693835,winter,blackgram
sandy,34.63880966,72.43169115,winter,blackgram
clay,33.39438752,63.57445989,winter,blackgram
sandy,28.84079155,70.25496749,winter,blackgram
clay,31.49338309,71.48327008,winter,blackgram
black,25.54960633,63.1830529,winter,blackgram
clay,34.37329112,70.27184748,winter,blackgram
loamy,34.6008247,60.41790253,winter,blackgram
clay,29.43463808,72.17818157,winter,blackgram
sandy,29.10713092,67.83345933,winter,blackgram
sandy,28.57006111,70.0866434,winter,blackgram
sandy,27.54384835,69.40878198,winter,blackgram
clay,33.04687968,62.30278274,winter,blackgram
sandy,33.95309131,61.16350463,winter,blackgram
loamy,30.11873003,71.72980375,winter,blackgram
loamy,29.57812712,69.43895491,winter,blackgram
sandy,27.26458947,68.91754359,winter,blackgram
clay,31.35730791,63.85668948,winter,blackgram
clay,31.52104732,61.71111448,winter,blackgram
loamy,29.39982732,67.47677295,winter,blackgram
loamy,29.38400259,65.24194361,winter,blackgram
sandy,28.38686534,74.24459122,winter,blackgram
clay,28.47442276,69.5274407,winter,blackgram
black,30.64095781,71.36947525,winter,blackgram
loamy,25.25596239,68.64685069,winter,blackgram
sandy,32.97030511,73.44678678,winter,blackgram
clay,33.66855394,67.32520551,winter,blackgram
black,32.83963757,73.40452716,winter,blackgram
black,27.45853567,69.46020927,winter,blackgram
loamy,25.68576704,74.62068748,winter,blackgram
clay,30.0328403,71.21006868,winter,blackgram
clay,28.20667264,64.32887142,winter,blackgram
black,28.27265858,63.29900785,winter,blackgram
sandy,28.5417236,69.68862306,winter,blackgram
loamy,26.87187036,63.51822045,winter,blackgram
black,32.79766751,64.11411069,winter,blackgram
loamy,26.42333018,63.46546487,winter,blackgram
sandy,29.79181107,63.02169909,winter,blackgram
clay,27.44003279,72.50669768,winter,blackgram
black,34.1262979,70.40795007,winter,blackgram
black,30.94908189,62.78730907,winter,blackgram
sandy,28.75751783,73.37686831,winter,blackgram
loamy,27.24766491,62.31842057,winter,blackgram
loamy,28.63005477,62.2737345,winter,blackgram
black,26.41768321,64.42177127,winter,blackgram
clay,32.81705216,68.83924882,winter,blackgram
loamy,29.6321052,71.16331975,winter,blackgram
sandy,33.49077065,65.45328463,winter,blackgram
sandy,31.86847286,74.22238583,winter,blackgram
clay,30.32992227,71.64631281,winter,blackgram
clay,28.546224,62.83469851,winter,blackgram
black,30.02629908,66.47264636,winter,blackgram
sandy,31.65531175,66.69096751,winter,blackgram
sandy,30.33499674,74.16699119,winter,blackgram
clay,33.36984395,64.89517488,winter,blackgram
sandy,31.4345059,64.77651469,winter,blackgram
loamy,27.71678273,68.56507978,winter,blackgram
loamy,32.63918668,61.83876146,winter,blackgram
black,32.7477393,63.37784443,winter,blackgram
sandy,28.05153602,43.35795377,winter,lentil
clay,19.44084326,46.83130119,winter,lentil
sandy,29.84823072,46.80452595,winter,lentil
sandy,21.36383757,46.6352865,winter,lentil
clay,26.28663931,46.13833007,winter,lentil
sandy,22.17499963,53.46622584,winter,lentil
clay,26.57597546,50.89110726,winter,lentil
sandy,26.58972517,50.90994463,winter,lentil
clay,19.1345771,36.46946971,winter,lentil
loamy,28.75273118,35.15426171,winter,lentil
loamy,25.78746268,49.14337177,winter,lentil
black,23.89271875,52.55730112,winter,lentil
sandy,28.67408774,42.96018627,winter,lentil
black,28.42062847,49.02366803,winter,lentil
loamy,21.35499456,41.78219834,winter,lentil
loamy,21.12695586,38.71834464,winter,lentil
clay,24.02037872,49.78102578,winter,lentil
clay,25.40474421,51.92057267,winter,lentil
loamy,29.03017561,54.9393771,winter,lentil
sandy,20.21368219,50.89732989,winter,lentil
sandy,29.19585548,44.93261911,winter,lentil
sandy,18.29783597,49.39111479,winter,lentil
loamy,27.41434987,44.43177543,winter,lentil
clay,24.84063998,48.77790371,winter,lentil
sandy,29.94413861,40.37113729,winter,lentil
loamy,25.87990287,47.89645224,winter,lentil
loamy,20.0467711,46.05333124,winter,lentil
clay,22.99451999,54.49044154,winter,lentil
loamy,25.13163619,49.04015558,winter,lentil
sandy,28.49584395,53.14531023,winter,lentil
black,18.28766124,48.60449438,winter,lentil
clay,24.38041875,53.13946695,winter,lentil
loamy,21.31852148,45.42616802,winter,lentil
black,18.54141834,44.07819743,winter,lentil
loamy,25.28710601,49.37369982,winter,lentil
sandy,25.43459777,41.02682925,winter,lentil
clay,28.83600962,44.08562546,winter,lentil
loamy,27.37659643,49.47371773,winter,lentil
sandy,28.31886863,45.36521251,winter,lentil
black,27.4818649,37.81123974,winter,lentil
loamy,18.28072173,48.80253285,winter,lentil
sandy,27.61204997,42.72374404,winter,lentil
clay,23.43974653,45.40277297,winter,lentil
black,20.95628486,52.39881209,winter,lentil
clay,23.7937153,49.73922097,winter,lentil
loamy,22.6371424,38.30411077,winter,lentil
sandy,21.53577883,35.75107592,winter,lentil
loamy,29.87854588,44.95654782,winter,lentil
sandy,25.2653291,48.33941188,winter,lentil
sandy,25.17885316,35.03484812,winter,lentil
loamy,24.12192608,44.23629285,winter,lentil
loamy,23.33565221,36.18678721,winter,lentil
sandy,21.74600081,50.43306085,winter,lentil
sandy,27.60195453,54.37814199,winter,lentil
clay,24.388717,47.26052494,winter,lentil
loamy,24.98287462,38.21370568,winter,lentil
clay,28.234829,35.36831423,winter,lentil
clay,26.03026959,37.11395801,winter,lentil
clay,28.04849594,37.15824966,winter,lentil
sandy,24.87425505,48.28137482,winter,lentil
clay,23.97081395,53.40906048,winter,lentil
sandy,20.06003985,42.89509057,winter,lentil
loamy,19.59221047,41.7704893,winter,lentil
black,29.77013109,35.69674138,winter,lentil
black,27.52135365,48.06491307,winter,lentil
sandy,25.62896213,45.49683991,winter,lentil
black,20.39078312,53.31508572,winter,lentil
sandy,25.39038396,39.18374505,winter,lentil
black,24.91079638,42.19740397,winter,lentil
loamy,27.70496805,37.46160727,winter,lentil
sandy,18.06486101,51.54922825,winter,lentil
clay,18.13027797,50.6128521,winter,lentil
black,23.82723528,46.90725077,winter,lentil
clay,23.19305333,49.55213308,winter,lentil
sandy,25.08966129,41.45486619,winter,lentil
black,25.86928193,36.68284038,winter,lentil
black,18.43966037,39.00992137,winter,lentil
loamy,27.14911056,52.50812701,winter,lentil
sandy,23.33375853,47.01510708,winter,lentil
black,26.7230014,42.87274897,winter,lentil
clay,19.55750776,53.04669416,winter,lentil
black,26.13708256,46.48280681,winter,lentil
black,27.99990346,49.94043064,winter,lentil
sandy,29.05941162,36.5011366,winter,lentil
sandy,25.71269843,50.17067771,winter,lentil
sandy,21.79792649,46.62370222,winter,lentil
loamy,24.70626432,53.12442925,winter,lentil
loamy,20.94981756,44.23913012,winter,lentil
sandy,24.84918386,41.61080544,winter,lentil
black,21.91041045,36.10211371,winter,lentil
black,25.93381964,51.02372773,winter,lentil
black,29.82112112,51.56461082,winter,lentil
black,27.52185591,45.20841071,winter,lentil
clay,27.99627907,46.10585191,winter,lentil
loamy,20.76774783,47.9271552,winter,lentil
sandy,23.05276444,52.60285259,winter,lentil
loamy,21.65845777,38.07659414,winter,lentil
sandy,26.25070298,40.8106299,winter,lentil
sandy,20.97195263,53.10207889,winter,lentil
clay,23.89736406,40.74536757,winter,lentil
loamy,24.55981624,111.9684622,summer,pomegranate
loamy,19.65690085,108.0458926,summer,pomegranate
sandy,18.78359608,102.5184759,summer,pomegranate
sandy,24.1469628,110.2316633,summer,pomegranate
black,22.44581266,109.3905998,summer,pomegranate
loamy,24.96273236,109.4169192,summer,pomegranate
sandy,22.5526059,104.8955643,summer,pomegranate
sandy,22.77035608,106.9659201,summer,pomegranate
black,19.20090378,108.0423555,summer,pomegranate
loamy,23.12808226,109.3930157,summer,pomegranate
clay,24.92639065,104.7693804,summer,pomegranate
clay,24.77464458,105.7595811,summer,pomegranate
loamy,19.8671184,108.3168858,summer,pomegranate
sandy,24.26601316,104.5375109,summer,pomegranate
clay,23.62600218,107.6836871,summer,pomegranate
loamy,19.67832052,108.5468633,summer,pomegranate
loamy,22.36509395,104.8216333,summer,pomegranate
loamy,21.57936934,102.8593382,summer,pomegranate
black,18.26233221,108.0756727,summer,pomegranate
black,23.71028128,105.6499907,summer,pomegranate
sandy,22.48720144,111.6631582,summer,pomegranate
sandy,21.6602498,112.4349689,summer,pomegranate
loamy,20.13037175,107.3416913,summer,pomegranate
black,18.41164435,105.1834976,summer,pomegranate
clay,19.68291173,111.2818551,summer,pomegranate
sandy,23.20242586,109.0946323,summer,pomegranate
loamy,18.92157197,102.8013275,summer,pomegranate
loamy,22.10621387,106.8704803,summer,pomegranate
loamy,18.47412402,108.4758509,summer,pomegranate
loamy,19.81069447,102.860084,summer,pomegranate
clay,24.4880844,103.1969341,summer,pomegranate
sandy,18.75927679,111.0196744,summer,pomegranate
clay,19.54128063,104.3739878,summer,pomegranate
sandy,18.91251245,111.280051599999,summer,pomegranate
clay,19.91330523,104.0277061,summer,pomegranate
loamy,19.72620525,108.228727599999,summer,pomegranate
sandy,23.83185873,111.2232716,summer,pomegranate
black,24.94467632,103.8799347,summer,pomegranate
sandy,24.692258,104.6735454,summer,pomegranate
clay,24.72485577,111.2787584,summer,pomegranate
black,20.12644921,108.065579,summer,pomegranate
black,21.02432943,104.7847006,summer,pomegranate
sandy,22.40423537,109.8695196,summer,pomegranate
black,20.33691147,110.9653137,summer,pomegranate
sandy,24.24779615,106.9216033,summer,pomegranate
sandy,24.81530144,109.2853418,summer,pomegranate
black,19.66329768,106.0380805,summer,pomegranate
loamy,22.43377991,112.459697,summer,pomegranate
black,22.92052307,110.2437841,summer,pomegranate
loamy,22.91843172,106.2817706,summer,pomegranate
clay,24.88244467,107.1951707,summer,pomegranate
loamy,23.40981539,105.2240743,summer,pomegranate
loamy,21.20725375,107.5660804,summer,pomegranate
sandy,18.20230419,109.6623974,summer,pomegranate
clay,22.34375696,103.3183074,summer,pomegranate
clay,24.32770134,110.4606459,summer,pomegranate
black,19.75088482,102.5538035,summer,pomegranate
sandy,19.86173586,111.0217929,summer,pomegranate
clay,18.07132963,106.3602023,summer,pomegranate
black,23.89162561,104.617522,summer,pomegranate
loamy,23.98598756,104.991282,summer,pomegranate
sandy,20.93892916,103.0295938,summer,pomegranate
black,20.82210727,109.4429934,summer,pomegranate
black,20.86474944,106.8685636,summer,pomegranate
clay,24.45840036,111.3779693,summer,pomegranate
clay,24.51147697,105.6209954,summer,pomegranate
loamy,24.56811204,110.9633894,summer,pomegranate
black,24.63228709,110.6956184,summer,pomegranate
loamy,20.07386547,103.7084055,summer,pomegranate
loamy,21.80523051,102.6488846,summer,pomegranate
black,22.8122645,110.4432293,summer,pomegranate
black,22.73031253,104.6843243,summer,pomegranate
clay,23.2801227,111.1382096,summer,pomegranate
clay,19.30106297,105.4766591,summer,pomegranate
sandy,19.0087067,108.6793978,summer,pomegranate
black,24.35193812,105.529185,summer,pomegranate
sandy,24.72235539,112.1926517,summer,pomegranate
black,21.92513945,111.716201599999,summer,pomegranate
sandy,24.83954414,107.6435771,summer,pomegranate
sandy,18.09691127,104.881889999999,summer,pomegranate
black,20.24104904,109.2537734,summer,pomegranate
loamy,23.22594,105.6917856,summer,pomegranate
clay,23.50128217,106.61905,summer,pomegranate
black,19.44623085,106.1606833,summer,pomegranate
loamy,20.51343484,110.5764023,summer,pomegranate
clay,18.90223032,107.6103211,summer,pomegranate
loamy,18.90592319,112.4750941,summer,pomegranate
clay,22.63045168,109.0357597,summer,pomegranate
black,19.38603815,109.9130984,summer,pomegranate
loamy,24.38318965,103.6012114,summer,pomegranate
clay,23.77989026,106.977723,summer,pomegranate
loamy,22.59890174,110.0932899,summer,pomegranate
black,24.37766782,106.128338,summer,pomegranate
black,20.89273273,104.4407083,summer,pomegranate
sandy,18.09903225,107.0050976,summer,pomegranate
black,20.00218987,112.337046,summer,pomegranate
black,19.85139326,102.8186358,summer,pomegranate
black,21.25433607,106.2784673,summer,pomegranate
loamy,23.65374106,109.8076178,summer,pomegranate
loamy,23.88404783,108.3121789,summer,pomegranate
loamy,29.36792366,92.82840911,winter,banana
black,27.33368994,101.0494791,summer,banana
clay,27.40053601,104.9378,summer,banana
clay,29.3159075,90.10978128,winter,banana
black,26.05433004,113.2297373,summer,banana
clay,25.86632408,114.5357503,summer,banana
clay,27.00932084,97.32531705,winter,banana
clay,29.55054817,99.34482238,winter,banana
clay,26.28845991,113.8729798,summer,banana
clay,29.16226551,100.0075679,summer,banana
sandy,28.65003945,98.75084366,winter,banana
loamy,29.07311132,100.1692639,summer,banana
clay,28.08166093,118.2761894,summer,banana
clay,27.1994597,99.72430835,winter,banana
loamy,28.05484146,108.3957179,summer,banana
black,25.14748006,98.66679427,winter,banana
black,25.94019018,119.84797,summer,banana
clay,27.66752761,108.66464,summer,banana
sandy,25.56703012,102.7867717,summer,banana
sandy,28.6956201,116.1616839,summer,banana
loamy,26.33544853,118.6858263,summer,banana
loamy,25.93730186,98.21747528,winter,banana
loamy,25.13686519,91.46442491,winter,banana
loamy,27.50527651,105.0776992,summer,banana
clay,26.21009246,112.0700033,summer,banana
loamy,29.10403455,92.07835761,winter,banana
sandy,29.2440638,90.66727868,winter,banana
loamy,25.56202173,93.10247183,winter,banana
black,26.3985515,98.16752001,winter,banana
black,28.09577643,109.5408614,summer,banana
black,27.84767901,117.2878912,summer,banana
black,27.39341554,94.31102057,winter,banana
black,25.14517635,119.218154,summer,banana
sandy,28.65456263,102.4633775,summer,banana
black,29.16093424,109.575944,summer,banana
clay,27.57278064,91.34276507,winter,banana
loamy,25.40909896,112.9794804,summer,banana
sandy,25.99069521,112.0777152,summer,banana
clay,26.29039046,118.6730366,summer,banana
loamy,29.14827211,117.536781,summer,banana
sandy,26.59743595,107.3944717,summer,banana
clay,25.36059237,116.5531455,summer,banana
clay,29.12036889,112.3982055,summer,banana
black,27.53911354,110.3262123,summer,banana
loamy,29.66727337,110.2511102,summer,banana
black,25.05802193,110.4408803,summer,banana
black,25.86824781,116.3019555,summer,banana
clay,25.85036988,119.085617099999,summer,banana
loamy,26.51682337,108.8547508,summer,banana
sandy,28.66725136,118.2583441,summer,banana
clay,28.14938935,91.40508414,winter,banana
loamy,26.42313317,95.12322062,winter,banana
sandy,26.59386409,109.9825551,summer,banana
clay,27.71822477,102.2099836,summer,banana
sandy,28.98333432,109.022564,summer,banana
black,29.42017919,117.229079,summer,banana
clay,27.39872329,112.1355384,summer,banana
clay,26.4020227,111.0162259,summer,banana
clay,27.81251452,99.20961514,winter,banana
clay,25.19640218,115.8586081,summer,banana
sandy,28.31193338,119.695765,summer,banana
loamy,25.90113128,110.10323,summer,banana
clay,27.48612983,109.2768851,summer,banana
clay,29.38254012,109.2486647,summer,banana
clay,29.22118628,108.8616474,summer,banana
loamy,27.09062164,110.1331182,summer,banana
black,26.12643374,104.4812858,summer,banana
black,29.01207743,90.43495443,winter,banana
black,27.96799119,119.4765557,summer,banana
black,28.0764455,118.992357299999,summer,banana
loamy,25.16278237,90.94554618,winter,banana
loamy,25.78749808,114.2005455,summer,banana
sandy,25.34119774,91.06493353,winter,banana
loamy,29.44795403,96.45042585,winter,banana
clay,26.47522633,113.1161095,summer,banana
sandy,27.39489579,92.78133617,winter,banana
clay,25.08347445,94.32961456,winter,banana
clay,26.6719835,91.73358569,winter,banana
sandy,25.44926208,100.6619171,summer,banana
clay,28.22776705,98.00403016,winter,banana
sandy,28.1279508999999,103.5045395,summer,banana
loamy,28.9470467,95.83016448,winter,banana
clay,27.96236771,97.55986676,winter,banana
loamy,28.00316034,94.68180316,winter,banana
clay,29.1400919,90.45142867,winter,banana
loamy,27.9122104,90.24211529,winter,banana
sandy,25.43480512,96.47800391,winter,banana
black,28.55980972,111.0843029,summer,banana
clay,26.59580783,100.5123341,summer,banana
clay,27.19711623,99.46950465,winter,banana
loamy,25.29391516,105.4220251,summer,banana
loamy,29.90888522,91.99964712,winter,banana
clay,27.94972463,109.0921631,summer,banana
black,25.01018457,108.3690513,summer,banana
black,29.21144871,108.5501443,summer,banana
sandy,27.35911627,90.81250457,winter,banana
sandy,28.0106804,103.7040783,summer,banana
black,28.67208915,94.37987496,winter,banana
loamy,27.34585147,92.15524332,winter,banana
clay,29.50704598,98.12565829,winter,banana
sandy,29.73770045,90.09586854,winter,mango
sandy,33.55695561,98.67527561,winter,mango
loamy,27.00315545,95.85118326,winter,mango
loamy,33.56150184,95.70525913,winter,mango
loamy,35.89855625,92.19721736,winter,mango
clay,34.17719782,98.00687989,winter,mango
clay,30.01592643,97.72843182,winter,mango
clay,31.74592134,93.75441586,winter,mango
loamy,35.99009679,95.3713484,winter,mango
loamy,31.86641378,98.46768642,winter,mango
sandy,27.75518664,94.11213345,winter,mango
black,34.72413192,97.31258083,winter,mango
clay,27.53907547,99.35408185,winter,mango
black,27.69637763,89.85646496,winter,mango
black,27.25373364,91.87312479,winter,mango
loamy,30.33723921,94.42850522,winter,mango
black,31.85744939,91.55845821,winter,mango
clay,35.39986338,97.41054011,winter,mango
clay,29.80747243,95.74606104,winter,mango
clay,34.16438906,98.33351125,winter,mango
black,28.93270187,99.9834242,winter,mango
sandy,27.98392787,99.61465679,winter,mango
black,31.20478173,94.62954663,winter,mango
loamy,32.13409675,98.63333684,winter,mango
loamy,28.91862016,97.01331604,winter,mango
sandy,31.09779147,90.28624348,winter,mango
clay,34.73823882,90.65022183,winter,mango
clay,29.98080499,91.82271568,winter,mango
clay,33.80398664,90.82549241,winter,mango
sandy,30.07202564,92.09609766,winter,mango
black,27.92063282,100.2585673,summer,mango
clay,31.40948821,92.99739415,winter,mango
loamy,35.7877738,100.2160615,summer,mango
sandy,33.36140093,98.81596545,winter,mango
loamy,35.96054636,98.00644238,winter,mango
black,28.33333307,91.67241761,winter,mango
clay,32.27652024,95.99487068,winter,mango
black,31.99490489,97.38741498,winter,mango
sandy,27.58258929,95.8445641,winter,mango
black,29.38471637,100.8124659,summer,mango
black,32.38697531,90.21633216,winter,mango
clay,30.91471455,90.14047759,winter,mango
black,35.37775595,97.41586402,winter,mango
clay,32.32362177,93.36718816,winter,mango
loamy,28.22373428,97.76832322,winter,mango
sandy,27.27433181,95.257992,winter,mango
black,27.10710832,92.37238878,winter,mango
sandy,34.89226666,91.63074547,winter,mango
loamy,33.7462686,92.26439205,winter,mango
black,27.3511056,96.27792547,winter,mango
black,32.89300162,94.49161372,winter,mango
clay,35.38598705,90.29643888,winter,mango
loamy,27.5529736,90.40332704,winter,mango
clay,32.82141065,90.89173106,winter,mango
loamy,30.17294105,95.23444287,winter,mango
sandy,29.26382931,100.7586226,summer,mango
loamy,32.06097197,96.59816497,winter,mango
clay,28.69818144,99.642454,winter,mango
black,29.14305008,97.55155537,winter,mango
loamy,28.3471611,90.40260445,winter,mango
black,27.67256197,92.84991507,winter,mango
black,28.1218093,93.30247448,winter,mango
clay,30.79375683,92.21318555,winter,mango
clay,28.89409382,94.76322976,winter,mango
sandy,33.33024826,98.28583013,winter,mango
loamy,27.78912455,91.01152997,winter,mango
black,31.65333432,91.09745581,winter,mango
sandy,29.75150773,91.405983,winter,mango
clay,31.32995611,89.78216168,winter,mango
clay,35.63627319,97.51952041,winter,mango
sandy,31.66524687,89.98024312,winter,mango
black,32.26935342,95.94035356,winter,mango
black,27.81005614,95.89898581,winter,mango
sandy,34.58561471,100.3060719,summer,mango
loamy,31.27180992,89.74409017,winter,mango
clay,33.93679864,97.4611918,winter,mango
sandy,31.09154239,91.46664318,winter,mango
black,31.89356292,89.59371481,winter,mango
sandy,32.45465292,95.04871605,winter,mango
loamy,35.47478322,97.79072474,winter,mango
loamy,27.32961444,93.53197359,winter,mango
sandy,30.90225239,91.77522598,winter,mango
sandy,29.09382275,96.23520043,winter,mango
loamy,30.02086169,96.63721027,winter,mango
black,34.13072188,96.38808001,winter,mango
sandy,33.44619894,98.05089394,winter,mango
clay,35.3915464,91.22881052,winter,mango
loamy,31.53356352,98.57025046,winter,mango
black,30.7645515,90.38503469,winter,mango
clay,30.01821337,96.08745082,winter,mango
sandy,31.32863689,94.67344737,winter,mango
loamy,33.88004781,89.29147581,winter,mango
sandy,28.07802689,97.45373619,winter,mango
black,35.53845018,91.54560427,winter,mango
sandy,28.70595247,95.8946444,winter,mango
black,31.48451729,93.17221967,winter,mango
sandy,27.69819273,100.7720705,summer,mango
black,30.41235793,93.92375879,winter,mango
loamy,32.17752026,91.88766069,winter,mango
black,32.6112614,91.10190759,winter,mango
clay,29.99677232,67.12534492,winter,grapes
loamy,30.7280404,68.38135469,winter,grapes
black,32.44577836,68.73932528,winter,grapes
black,37.46566825,66.83872293,winter,grapes
